"委員会","","ふりがな"
"感染症・防災等対策特別委員会","04_特別","かんせんしょう・ぼうさいなどたいさくとくべついいんかい"
"地域活性化対策特別委員会","04_特別","ちいきかっせいかたいさくとくべついいんかい"
"まちづくり・都市基盤対策特別委員会","04_特別","まちづくり・としきばんたいさくとくべついいんかい"
"子ども子育て・高齢者対策特別委員会","04_特別","こどもこそだて・こうれいしゃたいさくとくべついいんかい"
"環境建設委員会","03_常任","かんきょうけんせついいんかい"
"福祉保健委員会","03_常任","ふくしほけんいいんかい"
"区民文教委員会","03_常任","くみんぶんきょういいんかい"
"企画総務委員会","03_常任","きかくそうむいいんかい"
"定例会","05_その他","ていれいかい"
"臨時会","05_その他","りんじかい"
"築地等地域活性化対策特別委員会","04_特別","つきじなどちいきかっせいかたいさくとくべついいんかい"
"東京２０２０大会・晴海地区公共施設整備対策特別委員会","04_特別","とうきょう２０２０たいかい・はるみちくこうきょうしせつせいびたいさくとくべついいんかい"
"コロナウイルス・防災等対策特別委員会","04_特別","ころなういるす・ぼうさいなどたいさくとくべついいんかい"
"予算特別委員会","02_予算/決算","よさんとくべついいんかい"
"東京2020大会・晴海地区公共施設整備対策特別委員会","04_特別","とうきょう2020たいかい・はるみちくこうきょうしせつせいびたいさくとくべついいんかい"
"決算特別委員会","02_予算/決算","けっさんとくべついいんかい"
"東京オリンピック・パラリンピック対策特別委員会","04_特別","とうきょうおりんぴっく・ぱらりんぴっくたいさくとくべついいんかい"
"懲罰特別委員会","04_特別","ちょうばつとくべついいんかい"
"防災等安全対策特別委員会","04_特別","ぼうさいなどあんぜんたいさくとくべついいんかい"
"全員協議会","05_その他","ぜんいんきょうぎかい"
"少子高齢化対策特別委員会","04_特別","しょうしこうれいかたいさくとくべついいんかい"
"築地等まちづくり及び地域活性化対策特別委員会","04_特別","つきじなどまちづくりおよびちいきかっせいかたいさくとくべついいんかい"
"築地市場等街づくり対策特別委員会","04_特別","つきじしじょうなどまちづくりたいさくとくべついいんかい"
"企画総務委員会、東京オリンピック・パラリンピック対策特別委員会合同委員会","03_常任","きかくそうむいいんかい、とうきょうおりんぴっく・ぱらりんぴっくたいさくとくべついいんかいごうどういいんかい"
"区民文教委員会、福祉保健委員会合同委員会","03_常任","くみんぶんきょういいんかい、ふくしほけんいいんかいごうどういいんかい"
"文教委員会","03_常任","ぶんきょういいんかい"
"区民福祉保健委員会","03_常任","くみんふくしほけんいいんかい"
"行財政改革調査特別委員会","04_特別","ぎょうざいせいかいかくちょうさとくべついいんかい"
"都心再生・防災対策特別委員会","04_特別","としんさいせい・ぼうさいたいさくとくべついいんかい"
"築地市場・地域経済活性化対策特別委員会","04_特別","つきじしじょう・ちいきけいざいかっせいかたいさくとくべついいんかい"
"清掃・公害交通対策特別委員会","04_特別","せいそう・こうがいこうつうたいさくとくべついいんかい"
"少子高齢化・介護保険対策特別委員会","04_特別","しょうしこうれいか・かいごほけんたいさくとくべついいんかい"
"築地市場再整備対策特別委員会","04_特別","つきじしじょうさいせいびたいさくとくべついいんかい"
"清掃・リサイクル対策特別委員会","04_特別","せいそう・りさいくるたいさくとくべついいんかい"
"公害交通対策特別委員会","04_特別","こうがいこうつうたいさくとくべついいんかい"
"環境建設、公害交通対策、都心再生・防災対策合同委員会","03_常任","かんきょうけんせつ、こうがいこうつうたいさく、としんさいせい・ぼうさいたいさくごうどういいんかい"
